Region,District,Sector,School_Name,Year,Male_Dropout_Percentage,Female_Dropout_Percentage,Overall_Dropout_Percentage,Completion_Total,Reenrollment_Rate,Attendance_Rate,Avg_Household_Income_RWF,TS_Ratio_Numeric,Dropout_Level
Eastern,Ngoma,Sector-3,GS Akumunigo,2023,3.6,21.75,12.67,75.79,2.79,88.9,390696,0.019607843,Medium
Eastern,Ngoma,Sector-6,GS Mweya,2024,26.12,26.28,26.2,71.57,7.17,72.13,330063,0.019607843,High
Eastern,Ngoma,Sector-1,GS Rukomo,2010,25.89,25.5,25.7,76.17,14.03,72.51,591874,0.023809524,High
Eastern,Ngoma,Sector-7,GS Rukomo,2011,1.28,12.87,7.08,75.57,17.24,90.65,175118,0.023809524,Low
Eastern,Ngoma,Sector-5,GS Rutongo,2012,24.67,29.53,27.1,94.04,11.38,62.1,294360,0.023809524,High
Eastern,Ngoma,Sector-3,GS Matara,2013,16.41,14.28,15.35,70.7,5.21,82.77,105666,0.023809524,Medium
Eastern,Ngoma,Sector-8,GS Ruramira,2014,16.03,21.94,18.99,68.03,0.54,88.58,304354,0.023809524,Medium
Eastern,Ngoma,Sector-2,Mater Dei,2015,14.03,9.6,11.81,76.36,8.92,86.1,561537,0.023809524,Medium
Eastern,Ngoma,Sector-6,GS Ruramira,2016,17.07,9.64,13.35,65.47,6.04,72.16,153997,0.023809524,Medium
Eastern,Ngoma,Sector-4,King David,2017,27.09,19.22,23.16,61.94,5.31,79.98,124624,0.023809524,Medium
Eastern,Ngoma,Sector-2,GS Akumunigo,2018,24.4,8.3,16.35,72.73,4.41,94.65,275858,0.023809524,Medium
Eastern,Ngoma,Sector-5,GS Gitega,2019,3.99,17.97,10.98,75.32,12.99,86.68,332911,0.023809524,Medium
Eastern,Ngoma,Sector-7,GS Camp Kigali,2020,26.17,25.02,25.59,67.53,2.71,64.5,592442,0.023809524,High
Eastern,Ngoma,Sector-3,Marie Merci,2021,8.54,12.17,10.35,88.83,14.72,93.4,204601,0.023809524,Medium
Eastern,Ngoma,Sector-4,GS Akumunigo,2022,8.98,19.53,14.26,83.47,13.08,70.54,433887,0.023809524,Medium
Eastern,Ngoma,Sector-4,GS Rwamagana,2023,29.95,3.17,16.56,65.77,16.44,73.91,268001,0.023809524,Medium
Eastern,Ngoma,Sector-6,King David,2024,19.74,19.77,19.76,69.46,11.77,99.3,423864,0.023809524,Medium
Eastern,Ngoma,Sector-2,ES Kigoma,2010,21.34,14.32,17.83,62.05,6.23,78.76,481116,0.016949153,Medium
Eastern,Ngoma,Sector-5,GS Migongo,2011,16.23,2.92,9.57,83.32,13.24,79.11,354957,0.016949153,Low
Eastern,Ngoma,Sector-5,GS Camp Kigali,2012,21.74,8.78,15.26,61.02,2.79,86.22,109472,0.016949153,Medium
Eastern,Ngoma,Sector-6,Mater Dei,2013,21.76,29.21,25.48,86.93,10.02,94.77,143162,0.016949153,High
Eastern,Ngoma,Sector-6,GS Matara,2014,17.61,4.98,11.29,82.24,2.04,77.85,226150,0.016949153,Medium
Eastern,Ngoma,Sector-2,GS Ruramira,2015,27.42,24.79,26.11,70.22,6.85,93.75,339646,0.016949153,High
Eastern,Ngoma,Sector-6,New Vision,2016,16.85,3.65,10.25,83.48,8.02,67.46,582668,0.016949153,Medium
Eastern,Ngoma,Sector-5,GS Matara,2017,28.49,12.5,20.49,66.26,6.53,64.38,505662,0.016949153,Medium
Eastern,Ngoma,Sector-8,GS Rukomo,2018,11.14,18.29,14.72,57.52,14.83,89.41,269898,0.016949153,Medium
Eastern,Ngoma,Sector-9,GS Buye,2019,20.58,6.97,13.78,61.96,17.17,65.19,307384,0.016949153,Medium
Eastern,Ngoma,Sector-6,GS Mubuga,2020,28.92,19.22,24.07,57.24,15.54,92.51,190748,0.016949153,Medium
Eastern,Ngoma,Sector-4,GS Rutongo,2021,3.05,20.15,11.6,87.05,12.81,79.89,579767,0.016949153,Medium
Eastern,Ngoma,Sector-7,Marie Merci,2022,10.11,28.78,19.45,65.33,3.52,66.66,366285,0.016949153,Medium
Eastern,Ngoma,Sector-8,GS Agataramo,2023,7.83,15.34,11.58,78.16,10.01,65.77,382146,0.016949153,Medium
Eastern,Ngoma,Sector-2,New Vision,2024,27.44,5.25,16.35,71.97,11.87,66.27,442776,0.016949153,Medium
Eastern,Rwamagana,Sector-7,GS Mweya,2010,27.91,5.8,16.85,74.66,16.66,96.25,208721,0.025,Medium
Eastern,Rwamagana,Sector-9,GS Ruheru,2011,14.28,8.51,11.39,76.89,12.27,97.89,336545,0.025,Medium
Eastern,Rwamagana,Sector-8,GS Kinteko,2012,7.47,16.82,12.15,71.86,1.42,80.84,381787,0.025,Medium
Eastern,Rwamagana,Sector-3,GS Gahanga I,2013,24.73,10.73,17.73,77.23,2.61,80.53,291812,0.025,Medium
Eastern,Rwamagana,Sector-2,GS Rutongo,2014,19.66,6.72,13.19,56.61,7.08,96.95,358228,0.025,Medium
Eastern,Rwamagana,Sector-6,GS Buye,2015,20.02,16.58,18.3,83.99,3.44,85.15,573126,0.025,Medium
Eastern,Rwamagana,Sector-4,GS Mubuga,2016,13.5,15.81,14.65,64.13,0.14,73.67,417953,0.025,Medium
Eastern,Rwamagana,Sector-3,GS Ruramira,2017,14.54,20.88,17.71,58.95,4.47,95.48,101537,0.025,Medium
Eastern,Rwamagana,Sector-3,GS Ruheru,2018,25.86,24.7,25.28,73.44,11.47,68.71,334507,0.025,High
Eastern,Rwamagana,Sector-1,GS Gitega,2019,3.85,14.03,8.94,97.33,9.48,69.57,486480,0.025,Low
Eastern,Rwamagana,Sector-8,ES Kigoma,2020,26.39,8.87,17.63,54.16,15.83,73.98,303141,0.025,Medium
Eastern,Rwamagana,Sector-3,GS Gahanga I,2021,20.74,9.69,15.21,63.83,8.1,95.93,100074,0.025,Medium
Eastern,Rwamagana,Sector-9,GS Rutongo,2022,18.29,4.12,11.2,73.16,16.11,70.79,516313,0.025,Medium
Eastern,Rwamagana,Sector-5,GS Ruheru,2023,3.23,13,8.11,72.89,2.71,63.36,107265,0.025,Low
Eastern,Rwamagana,Sector-3,GS Rwanyanza,2024,29.35,28.97,29.16,61.58,4.08,64.01,577387,0.025,High
Eastern,Rwamagana,Sector-7,GS Rutongo,2010,29.46,19.26,24.36,64.57,5.63,99.45,307158,0.032258065,Medium
Eastern,Rwamagana,Sector-5,GS Kinteko,2011,3.03,2.64,2.84,67.53,8.92,97.15,268913,0.032258065,Low
Eastern,Rwamagana,Sector-6,GS Rukomo,2012,21.55,22.22,21.89,63.38,11.64,85.49,176870,0.032258065,Medium
Eastern,Rwamagana,Sector-1,GS Matara,2013,9.7,2,5.85,87.35,17.73,73.79,257883,0.032258065,Low
Eastern,Rwamagana,Sector-4,GS Migongo,2014,12.92,18.52,15.72,76.19,0.33,65.77,329991,0.032258065,Medium
Eastern,Rwamagana,Sector-2,GS Mweya,2015,26.33,7.86,17.1,73.69,3.25,72.8,371623,0.032258065,Medium
Eastern,Rwamagana,Sector-3,GS Migongo,2016,28.83,25.7,27.26,81.76,0.17,90.49,432103,0.032258065,High
Eastern,Rwamagana,Sector-9,GS Akumunigo,2017,1.58,18.01,9.8,74.34,2.91,60.3,440134,0.032258065,Low
Eastern,Rwamagana,Sector-5,GS Gahanga I,2018,26.46,8.81,17.63,84.13,8.8,67.12,252647,0.032258065,Medium
Eastern,Rwamagana,Sector-7,King David,2019,3.01,17.77,10.39,83.41,1.06,61.17,531722,0.032258065,Medium
Eastern,Rwamagana,Sector-1,GS Rukomo,2020,21.33,2.62,11.97,90.35,2.61,80.3,519503,0.032258065,Medium
Eastern,Rwamagana,Sector-8,GS Ruheru,2021,9.44,26.2,17.82,72.63,12.37,83.77,367688,0.032258065,Medium
Eastern,Rwamagana,Sector-7,GS Mubuga,2022,3.37,7.31,5.34,77.05,18.7,78.53,150713,0.032258065,Low
Eastern,Rwamagana,Sector-9,GS Mweya,2023,19.48,27.06,23.27,65.15,3.63,97.2,473460,0.032258065,Medium
Eastern,Rwamagana,Sector-2,King David,2024,9.77,2.47,6.12,83.04,2.5,97.34,559961,0.032258065,Low
Eastern,Rwamagana,Sector-5,GS Rwamagana,2010,20.33,9.28,14.8,67.38,19.29,98.63,539667,0.017857143,Medium
Eastern,Rwamagana,Sector-9,GS Gahanga I,2011,9.39,14.91,12.15,74.44,6.62,76.51,597163,0.017857143,Medium
Eastern,Rwamagana,Sector-3,GS Rukomo,2012,8.2,29.65,18.93,78.05,12.71,87.39,293709,0.017857143,Medium
Eastern,Rwamagana,Sector-3,GS Ruheru,2013,2.21,7,4.6,82.28,6.77,64.15,154943,0.017857143,Low
Eastern,Rwamagana,Sector-9,GS Ruramira,2014,1.21,20.73,10.97,74.3,0.63,66.39,289773,0.017857143,Medium
Eastern,Rwamagana,Sector-5,GS Gahanga I,2015,4.53,19.36,11.94,88.07,16.88,65.36,260576,0.017857143,Medium
Eastern,Rwamagana,Sector-8,GS Migongo,2016,5.04,16.09,10.56,52.94,6.83,86.89,505882,0.017857143,Medium
Eastern,Rwamagana,Sector-9,GS Kinteko,2017,7.25,24.6,15.93,68.98,18.82,98.73,208612,0.017857143,Medium
Eastern,Rwamagana,Sector-3,GS Ruheru,2018,6.3,17.46,11.88,83.55,19.21,70.94,105796,0.017857143,Medium
Eastern,Rwamagana,Sector-5,GS Matara,2019,2.29,5.15,3.72,64.52,16.45,97.29,330246,0.017857143,Low
Eastern,Rwamagana,Sector-9,GS Mubuga,2020,1.39,16.72,9.05,73.96,10.06,62.89,568977,0.017857143,Low
Eastern,Rwamagana,Sector-3,GS Cyahafi,2021,23.19,15.07,19.13,69.94,12.26,66.9,444076,0.017857143,Medium
Eastern,Rwamagana,Sector-9,Marie Merci,2022,5.56,28.91,17.23,64.78,16.07,85.07,207724,0.017857143,Medium
Eastern,Rwamagana,Sector-8,GS Rwamagana,2023,24.72,29.39,27.05,73.92,10.94,90.14,204647,0.017857143,High
Eastern,Rwamagana,Sector-8,GS Rukomo,2024,16.84,3.59,10.22,81.78,1.58,94.25,376735,0.017857143,Medium
Eastern,Rwamagana,Sector-5,GS Kinteko,2010,3.93,19.07,11.5,78.62,4.71,69.35,279006,0.019230769,Medium
Eastern,Rwamagana,Sector-7,Marie Merci,2011,21.7,26.34,24.02,74.83,8.55,83.74,251611,0.019230769,Medium
Eastern,Rwamagana,Sector-5,GS Akumunigo,2012,5.66,21.31,13.49,71.62,18.72,80.25,314168,0.019230769,Medium
Eastern,Rwamagana,Sector-8,GS Rwamagana,2013,15.89,28.56,22.23,73.25,9.44,93.93,369670,0.019230769,Medium
Eastern,Rwamagana,Sector-6,GS Kinteko,2014,15.22,25.56,20.39,80.89,11.46,73.33,558428,0.019230769,Medium
Eastern,Rwamagana,Sector-8,New Vision,2015,7.91,24.02,15.97,70.51,18.99,64.27,424809,0.019230769,Medium
Eastern,Rwamagana,Sector-3,GS Gitega,2016,9.85,5.9,7.87,69.19,10.88,61.41,207791,0.019230769,Low
Eastern,Rwamagana,Sector-9,GS Agataramo,2017,17,11.34,14.17,85.32,9.95,75.09,306608,0.019230769,Medium
Eastern,Rwamagana,Sector-6,GS Matara,2018,9,22.2,15.6,68.52,5.72,69.5,192115,0.019230769,Medium
Eastern,Rwamagana,Sector-6,GS Matara,2019,21.96,28.41,25.19,87.51,3.67,78.5,371480,0.019230769,High
Eastern,Rwamagana,Sector-8,GS Kimironko II,2020,24.81,13.44,19.12,61.77,4.69,70.7,280109,0.019230769,Medium
Eastern,Rwamagana,Sector-2,GS Agataramo,2021,4.58,4.59,4.59,82.95,2.54,72.86,550163,0.019230769,Low
Eastern,Rwamagana,Sector-3,GS Rwamagana,2022,27.53,15.31,21.42,62.29,4.04,89.15,589557,0.019230769,Medium
Eastern,Rwamagana,Sector-3,GS Gitega,2023,4.19,12.12,8.16,92.56,3.03,84.11,178422,0.019230769,Low
Eastern,Rwamagana,Sector-4,GS Camp Kigali,2024,9.26,11.9,10.58,82.4,2.05,63.1,463649,0.019230769,Medium
Eastern,Rwamagana,Sector-5,GS Camp Kigali,2010,25.63,16.45,21.04,86.31,15.13,89.62,469802,0.019230769,Medium
Eastern,Rwamagana,Sector-3,GS Akumunigo,2011,3.76,1.8,2.78,84.93,1.01,67,258571,0.019230769,Low
Eastern,Rwamagana,Sector-6,GS Migongo,2012,2.82,6.43,4.63,69.4,9.87,88.93,400242,0.019230769,Low
Eastern,Rwamagana,Sector-9,GS Kinteko,2013,27.77,1.46,14.62,90.47,4.09,62.47,585319,0.019230769,Medium
Eastern,Rwamagana,Sector-2,GS Mubuga,2014,17.43,19.84,18.63,69.07,17.71,71.17,127472,0.019230769,Medium
Eastern,Rwamagana,Sector-1,GS Cyahafi,2015,1.29,26.59,13.94,72.58,9.98,88.92,365116,0.019230769,Medium
Eastern,Rwamagana,Sector-6,GS Gahanga I,2016,4.19,12.3,8.25,56.42,5.14,74.4,531447,0.019230769,Low
Eastern,Rwamagana,Sector-6,GS Buye,2017,3.68,3.93,3.81,79.97,2.82,60.09,103285,0.019230769,Low
Eastern,Rwamagana,Sector-2,Marie Merci,2018,27.7,3.72,15.71,89.15,10.43,60.05,470644,0.019230769,Medium
Eastern,Rwamagana,Sector-8,GS Rukomo,2019,8.62,23.25,15.93,85.26,13.64,72.62,120187,0.019230769,Medium
Eastern,Rwamagana,Sector-8,GS Rwanyanza,2020,26.77,21.08,23.93,79.38,7.33,64.19,497597,0.019230769,Medium
Eastern,Rwamagana,Sector-7,King David,2021,11.83,5.39,8.61,87.64,2.12,67.62,197469,0.019230769,Low
Eastern,Rwamagana,Sector-6,GS Rwanyanza,2022,19.22,4.52,11.87,94.17,18.23,75.61,412326,0.019230769,Medium
Eastern,Rwamagana,Sector-8,GS Matara,2023,17.07,6.06,11.56,80.55,17.34,85.77,484906,0.019230769,Medium
Eastern,Rwamagana,Sector-3,GS Cyahafi,2024,26.93,27.67,27.3,65.97,12.13,89.62,490447,0.019230769,High
Eastern,Kayonza,Sector-4,GS Matara,2010,3.65,17.15,10.4,79.48,11,73.11,121577,0.020408163,Medium
Eastern,Kayonza,Sector-6,GS Gahanga I,2011,18.97,20.24,19.6,76.29,3.13,64.82,515517,0.020408163,Medium
Eastern,Kayonza,Sector-2,Mater Dei,2012,29.27,25.43,27.35,87.06,18.57,63.9,474695,0.020408163,High
Eastern,Kayonza,Sector-1,Marie Merci,2013,2.9,16.93,9.92,81.09,16.87,70.23,376923,0.020408163,Low
Eastern,Kayonza,Sector-8,GS Kinteko,2014,6.65,24.98,15.82,83.12,2.83,88.54,589760,0.020408163,Medium
Eastern,Kayonza,Sector-7,GS Mubuga,2015,3.97,16.53,10.25,59.7,14.36,89.78,429457,0.020408163,Medium
Eastern,Kayonza,Sector-6,King David,2016,29.79,21.25,25.52,74.15,15.66,88.09,198273,0.020408163,High
Eastern,Kayonza,Sector-8,GS Mubuga,2017,13.84,15.07,14.45,79.01,7.26,77.73,494458,0.020408163,Medium
Eastern,Kayonza,Sector-9,GS Kimironko II,2018,18.43,25.61,22.02,84.31,6.84,89.14,307580,0.020408163,Medium
Eastern,Kayonza,Sector-9,GS Rwanyanza,2019,6.64,17.3,11.97,59.97,7.2,87.4,579346,0.020408163,Medium
Eastern,Kayonza,Sector-9,GS Mweya,2020,3.22,13.36,8.29,77.78,4.75,72.62,547370,0.020408163,Low
Eastern,Kayonza,Sector-8,Mater Dei,2021,29.39,12.2,20.8,67.22,8.29,63.78,510423,0.020408163,Medium
Eastern,Kayonza,Sector-7,GS Buye,2022,23.11,27.11,25.11,69.25,8.35,86.88,323077,0.020408163,High
Eastern,Kayonza,Sector-7,GS Kimironko II,2023,3.12,8.94,6.03,89.41,10.36,88.39,244378,0.020408163,Low
Eastern,Kayonza,Sector-2,GS Kinteko,2024,2.09,17.51,9.8,97.23,18.9,81.62,421768,0.020408163,Low
Eastern,Kayonza,Sector-8,GS Agataramo,2010,27.27,16.71,21.99,72.16,10.07,92.03,281902,0.018867925,Medium
Eastern,Kayonza,Sector-7,GS Camp Kigali,2011,25.08,20.26,22.67,81.85,14.83,96.49,158008,0.018867925,Medium
Eastern,Kayonza,Sector-3,King David,2012,25,29.07,27.03,87.26,4.93,81.2,138744,0.018867925,High
Eastern,Kayonza,Sector-6,GS Buye,2013,14.33,19.23,16.78,82.5,1.76,71.19,148113,0.018867925,Medium
Eastern,Kayonza,Sector-8,Mater Dei,2014,13,22.75,17.88,92.1,8.81,71.12,187421,0.018867925,Medium
Eastern,Kayonza,Sector-3,GS Rwanyanza,2015,25.85,20.84,23.35,77.15,10.45,94.93,400176,0.018867925,Medium
Eastern,Kayonza,Sector-7,GS Ruramira,2016,1.68,13,7.34,76.18,7.92,68.33,185435,0.018867925,Low
Eastern,Kayonza,Sector-6,Mater Dei,2017,6.78,13.32,10.05,82.52,19.77,90.48,575359,0.018867925,Medium
Eastern,Kayonza,Sector-8,GS Ruramira,2018,14.49,2.69,8.59,67.46,15.69,66.28,337777,0.018867925,Low
Eastern,Kayonza,Sector-6,GS Camp Kigali,2019,15.29,6.25,10.77,74.67,11.24,79.63,502932,0.018867925,Medium
Eastern,Kayonza,Sector-8,GS Camp Kigali,2020,17.03,4.33,10.68,66.39,14.46,70.75,275295,0.018867925,Medium
Eastern,Kayonza,Sector-6,ES Kigoma,2021,1.94,18.26,10.1,87.7,12.08,79.37,112062,0.018867925,Medium
Eastern,Kayonza,Sector-9,GS Gitega,2022,2.44,3.75,3.09,63.3,14.42,84.02,537365,0.018867925,Low
Eastern,Kayonza,Sector-3,GS Ruheru,2023,7.68,20.87,14.28,91.83,16.23,95.33,436698,0.018867925,Medium
Eastern,Kayonza,Sector-6,GS Matara,2024,2.61,16.61,9.61,75.11,15.93,90.65,585334,0.018867925,Low
Eastern,Kayonza,Sector-5,GS Mweya,2010,16,4.39,10.2,66.38,12.45,83.7,405745,0.03030303,Medium
Eastern,Kayonza,Sector-1,GS Gitega,2011,1.29,6.65,3.97,86.05,5.54,75.34,338886,0.03030303,Low
Eastern,Kayonza,Sector-8,GS Gitega,2012,2.91,21.47,12.19,65.67,8.23,77.75,437523,0.03030303,Medium
Eastern,Kayonza,Sector-9,GS Rutongo,2013,5.21,16.21,10.71,89.27,1.7,99.34,284087,0.03030303,Medium
Eastern,Kayonza,Sector-8,GS Akumunigo,2014,24.42,23.37,23.9,94.24,15.66,87.33,472646,0.03030303,Medium
Eastern,Kayonza,Sector-7,GS Nyacyina,2015,25.52,24.17,24.85,68.53,19.62,93.81,581153,0.03030303,Medium
Eastern,Kayonza,Sector-5,ES Kigoma,2016,5.52,7.54,6.53,75.11,19.97,67.48,140524,0.03030303,Low
Eastern,Kayonza,Sector-8,GS Akumunigo,2017,1.72,25.22,13.47,80.17,6.52,82.18,185501,0.03030303,Medium
Eastern,Kayonza,Sector-3,Marie Merci,2018,7.39,27.83,17.61,84.19,12.47,62.45,464225,0.03030303,Medium
Eastern,Kayonza,Sector-1,GS Akumunigo,2019,29.15,17.21,23.18,71.39,10.06,99.17,415104,0.03030303,Medium
Eastern,Kayonza,Sector-3,GS Agataramo,2020,5.19,13.82,9.5,71.4,15.22,83.43,412371,0.03030303,Low
Eastern,Kayonza,Sector-1,GS Matara,2021,21.68,11.62,16.65,70.2,6.47,98.21,268756,0.03030303,Medium
Eastern,Kayonza,Sector-6,GS Ruheru,2022,6.33,17.73,12.03,62.78,7.73,87.88,346476,0.03030303,Medium
Eastern,Kayonza,Sector-8,GS Gitega,2023,13.19,17.3,15.24,52.11,5.41,95.25,264909,0.03030303,Medium
Eastern,Kayonza,Sector-2,Mater Dei,2024,11.74,17.5,14.62,95.59,8.75,89.58,408859,0.03030303,Medium
Eastern,Kayonza,Sector-1,GS Akumunigo,2010,6.54,23.92,15.23,68.89,14.98,75.36,226270,0.029411765,Medium
Eastern,Kayonza,Sector-5,GS Rwamagana,2011,8.9,4.41,6.65,79.32,11.93,83.26,241488,0.029411765,Low
Eastern,Kayonza,Sector-4,New Vision,2012,11.61,24.41,18.01,66,18.73,65.16,598117,0.029411765,Medium
Eastern,Kayonza,Sector-2,New Vision,2013,9.94,26.22,18.08,75.3,14.57,61.45,274469,0.029411765,Medium
Eastern,Kayonza,Sector-6,New Vision,2014,6.79,11.77,9.28,80.68,9.7,64.53,599964,0.029411765,Low
Eastern,Kayonza,Sector-2,Mater Dei,2015,16.68,24.73,20.71,74.49,13.99,87.72,463689,0.029411765,Medium
Eastern,Kayonza,Sector-9,GS Gitega,2016,12.95,5.01,8.98,79.76,18.14,85.57,564535,0.029411765,Low
Eastern,Kayonza,Sector-6,GS Ruheru,2017,18.03,3.48,10.76,80.15,17.89,91.77,487486,0.029411765,Medium
Eastern,Kayonza,Sector-2,New Vision,2018,8.76,12.91,10.83,94.87,1.78,87.43,502993,0.029411765,Medium
Eastern,Kayonza,Sector-7,GS Nyacyina,2019,26.08,10.3,18.19,60.44,6.41,76.72,501049,0.029411765,Medium
Eastern,Kayonza,Sector-7,Marie Merci,2020,4.91,9.59,7.25,75.35,6.12,73.87,590643,0.029411765,Low
Eastern,Kayonza,Sector-4,GS Buye,2021,3.11,28.05,15.58,79.68,4.93,71.17,112055,0.029411765,Medium
Eastern,Kayonza,Sector-6,GS Migongo,2022,2.83,4.82,3.83,87.31,13.11,70.13,522593,0.029411765,Low
Eastern,Kayonza,Sector-3,GS Agataramo,2023,7.76,26.07,16.92,75.09,1.45,60.64,523206,0.029411765,Medium
Eastern,Kayonza,Sector-3,GS Nyacyina,2024,23.91,7.32,15.61,87.01,7.18,82.48,265279,0.029411765,Medium
Eastern,Kayonza,Sector-1,GS Mweya,2010,17.57,22.62,20.09,67.04,18.6,78.37,496848,0.02173913,Medium
Eastern,Kayonza,Sector-2,New Vision,2011,16.81,20.18,18.49,75.05,16.47,69.28,261941,0.02173913,Medium
Eastern,Kayonza,Sector-1,King David,2012,25.85,13.04,19.45,63.18,17.74,69.23,352356,0.02173913,Medium
Eastern,Kayonza,Sector-1,GS Matara,2013,26.78,22.63,24.7,65.26,17.16,91.46,426983,0.02173913,Medium
Eastern,Kayonza,Sector-4,GS Buye,2014,14.75,1.12,7.93,60.69,14.18,66.2,194244,0.02173913,Low
Eastern,Kayonza,Sector-3,GS Kinteko,2015,6.16,26.77,16.46,64.62,17.24,90.57,346984,0.02173913,Medium
Eastern,Kayonza,Sector-5,GS Akumunigo,2016,14.84,29.84,22.34,68.83,5.75,99.71,346200,0.02173913,Medium
Eastern,Kayonza,Sector-6,GS Migongo,2017,17.18,9.82,13.5,52.2,11.45,77.98,406792,0.02173913,Medium
Eastern,Kayonza,Sector-2,GS Buye,2018,29.98,9.32,19.65,61.01,15.86,66.56,230334,0.02173913,Medium
Eastern,Kayonza,Sector-5,GS Rutongo,2019,27.27,29.28,28.27,77.84,17.4,73.13,304335,0.02173913,High
Eastern,Kayonza,Sector-2,GS Cyahafi,2020,19.45,5.78,12.61,67.93,11.76,89.47,302268,0.02173913,Medium
Eastern,Kayonza,Sector-7,GS Ruheru,2021,5.01,13.36,9.18,78.78,18.77,70.98,122419,0.02173913,Low
Eastern,Kayonza,Sector-1,GS Kimironko II,2022,24.35,25.67,25.01,84.41,13.77,72.14,277216,0.02173913,High
Eastern,Kayonza,Sector-3,GS Kimironko II,2023,8.53,8.39,8.46,79.65,10.71,65.92,325121,0.02173913,Low
Eastern,Kayonza,Sector-5,King David,2024,23.86,24.73,24.29,94.55,2,82.59,493137,0.02173913,Medium
Eastern,Nyagatare,Sector-6,GS Ruramira,2010,14.84,4.8,9.82,79.2,9.64,94.38,393128,0.022222222,Low
Eastern,Nyagatare,Sector-1,New Vision,2011,16.09,29.28,22.69,79.53,8.1,92.44,525665,0.022222222,Medium
Eastern,Nyagatare,Sector-3,GS Gahanga I,2012,28.01,3.58,15.8,85.75,7.33,96.16,250641,0.022222222,Medium
Eastern,Nyagatare,Sector-2,GS Matara,2013,18.95,5.62,12.29,97.07,1.71,66.68,365033,0.022222222,Medium
Eastern,Nyagatare,Sector-4,GS Agataramo,2014,27.37,6.62,16.99,71.63,4.54,83.96,443885,0.022222222,Medium
Eastern,Nyagatare,Sector-9,GS Akumunigo,2015,28.01,27.34,27.68,70.02,18.19,73.08,224746,0.022222222,High
Eastern,Nyagatare,Sector-4,GS Matara,2016,19.38,3.09,11.23,96.67,6.07,63.11,149832,0.022222222,Medium
Eastern,Nyagatare,Sector-5,GS Kimironko II,2017,12.39,6.21,9.3,88.4,6.73,80.12,223852,0.022222222,Low
Eastern,Nyagatare,Sector-5,GS Kinteko,2018,10.53,9.26,9.9,66.47,15.34,79.43,417817,0.022222222,Low
Eastern,Nyagatare,Sector-1,GS Buye,2019,6.97,10.33,8.65,85.22,2.99,97.27,464069,0.022222222,Low
Eastern,Nyagatare,Sector-1,GS Mweya,2020,15.79,14.36,15.07,95.77,17.92,75.34,266305,0.022222222,Medium
Eastern,Nyagatare,Sector-8,GS Gitega,2021,24.39,1.11,12.75,68.55,0.76,69.19,566962,0.022222222,Medium
Eastern,Nyagatare,Sector-9,GS Rwamagana,2022,19.66,8.61,14.14,57.08,9.66,92.08,309394,0.022222222,Medium
Eastern,Nyagatare,Sector-4,GS Mubuga,2023,13.07,29.36,21.21,60.4,7.59,71.67,219498,0.022222222,Medium
Eastern,Nyagatare,Sector-4,GS Ruramira,2024,27.41,18.85,23.13,83.66,11.32,61.94,405364,0.022222222,Medium
Eastern,Nyagatare,Sector-3,GS Cyahafi,2010,12.08,9.17,10.63,89.6,1.07,86.16,598214,0.026315789,Medium
Eastern,Nyagatare,Sector-9,GS Mweya,2011,13.93,2.43,8.18,73.8,17.34,90.29,557420,0.026315789,Low
Eastern,Nyagatare,Sector-2,GS Gahanga I,2012,20.52,2.36,11.44,83.24,4.86,65.46,241964,0.026315789,Medium
Eastern,Nyagatare,Sector-5,GS Rukomo,2013,27.34,3.7,15.52,83.89,5.86,85.65,402138,0.026315789,Medium
Eastern,Nyagatare,Sector-7,GS Kinteko,2014,11.88,15.76,13.82,82.2,16.85,97.32,383473,0.026315789,Medium
Eastern,Nyagatare,Sector-8,Marie Merci,2015,11.5,20.15,15.83,66.74,17,84.07,160645,0.026315789,Medium
Eastern,Nyagatare,Sector-2,Mater Dei,2016,9.48,5.86,7.67,68.31,10.17,65.3,278002,0.026315789,Low
Eastern,Nyagatare,Sector-8,King David,2017,21.91,11.23,16.57,69.96,3.15,95.1,112120,0.026315789,Medium
Eastern,Nyagatare,Sector-4,GS Rukomo,2018,1.9,28.46,15.18,62.02,11.59,63.34,275885,0.026315789,Medium
Eastern,Nyagatare,Sector-1,GS Migongo,2019,20.34,27.44,23.89,74.18,7.37,61.55,121274,0.026315789,Medium
Eastern,Nyagatare,Sector-4,GS Kimironko II,2020,21.01,12.23,16.62,79.55,4.97,64.05,578365,0.026315789,Medium
Eastern,Nyagatare,Sector-9,GS Gitega,2021,1.45,5.84,3.64,82.89,18.05,60.84,308271,0.026315789,Low
Eastern,Nyagatare,Sector-9,GS Ruheru,2022,3.13,26.93,15.03,74.2,14.01,72.39,570066,0.026315789,Medium
Eastern,Nyagatare,Sector-9,GS Ruheru,2023,12.65,3.21,7.93,83.74,5.69,60.12,187794,0.026315789,Low
Eastern,Nyagatare,Sector-5,GS Gahanga I,2024,17.99,18.02,18,82.05,17.26,70.6,203915,0.026315789,Medium
Eastern,Nyagatare,Sector-1,King David,2010,19.74,5.37,12.55,82.89,2.71,89.18,432464,0.025,Medium
Eastern,Nyagatare,Sector-2,GS Rwanyanza,2011,13.98,25.05,19.52,69.26,17.76,70.91,316669,0.025,Medium
Eastern,Nyagatare,Sector-8,GS Gahanga I,2012,14.2,17.12,15.66,71.6,9,60.61,332366,0.025,Medium
